0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183
0.193
0.203
0.213
0.223
0.233	175.524
0.243	175.737
0.253	175.930
0.263	176.103
0.273	174.695	290.409
0.283	174.735	290.611
0.293	175.940	288.370
0.303	176.643	290.292
0.313	176.643	290.292
9.043	295.229	442.856	178.613
9.053	293.953	443.214	178.561
9.063	294.718	442.753	178.510
9.073	294.191	443.214	178.696
9.083	293.665	442.702	178.396
9.093	293.665	443.214	178.696
9.103	293.665	442.932	178.623
9.113	293.970	443.342	178.036
9.123	294.769	443.137	178.067
9.133	294.786	443.240	177.748
9.143	295.366	443.035	177.954
9.153	295.861	442.958	177.625
9.163	295.895	443.009	177.297
9.173	293.665	442.881	177.072
9.183	296.135	443.060	176.643
9.193	296.443	442.805	176.990
9.203	296.289	443.035	176.643
9.213	297.026	442.856	176.643
9.223	296.409	443.035	176.643
9.233	297.077	442.856	176.643
9.243	296.272	176.572	443.240
9.253	293.665	176.643	442.881
9.263	176.643	296.528	443.137	587.330
9.273	176.643	297.077	442.958	580.583
9.283	176.643	297.146	442.932	580.583
9.293	176.633	297.077	442.856	580.583
9.303	176.643	297.472	442.881	580.583
9.313	176.643	297.077	443.035	580.583
9.323	176.643	297.077	442.856	580.583
9.333	176.643	296.580	443.035	586.143
9.343	176.878	293.665	443.112	592.064
9.353	176.766	293.665	443.163	594.154
9.363	176.643	293.665	443.086	594.154
9.373	176.643	296.494	443.316	587.330
9.383	176.643	297.060	443.470	589.641
9.393	176.643	296.597	443.444	590.016
9.403	176.510	297.077	443.470	592.714
9.413	176.643	297.403	443.265	593.057
9.423	176.643	297.489	443.214	587.330
9.433	176.480	298.074	442.932	587.330
9.443	176.643	293.665	443.188	595.494
9.453	176.643	298.574	443.112	587.330
9.463	176.643	299.455	443.598	584.892
9.473	300.529	176.643	443.701	588.620
9.483	297.077	176.643	444.265	588.348
9.493	293.665	176.643	444.188
9.503	293.665	176.643	587.737
9.513	295.656	176.643	587.533
9.523	295.981	176.919	587.330
9.533	296.443	176.643	587.330
9.543	297.077	176.643	587.330
9.553	297.077	587.330	176.643
9.563	297.678	587.330	176.684
9.573	297.300	587.330	176.684
9.583	297.077	587.330	1201.629
9.593	297.094	587.194	1184.470
9.603	297.077	586.956	235.260
9.613	297.077	586.651	236.308
9.623	297.077	234.947	445.113
9.633	296.940	235.790	444.445
9.643	297.077	235.790	445.113
9.653	296.888	445.113	234.391	587.330
9.663	297.523	444.034	235.504	587.330
9.673	297.506	443.778	233.082	584.757
9.683	297.988	440.051	233.082	580.583
9.693	297.833	445.113	233.082	580.583
9.703	445.113	298.074	233.082	584.892
9.713	446.503	298.677	232.813	585.467
9.723	441.426	299.472	232.450	586.211
9.733	440.000	232.074	297.077	587.024
9.743	444.522	231.726	297.764	587.330
9.753	445.113	231.673	293.665	327.502
9.763	230.778	445.113	329.628	589.062
9.773	230.405	445.113	325.841	589.471
9.783	232.396	327.237	442.677	593.502
9.793	230.405	325.841	589.982	445.113
9.803	230.405	327.483	591.176	444.162
9.813	230.405	326.992	590.698	444.214
9.823	230.405	328.127	590.323	398.364
9.833	230.405	329.609	587.330	398.295
9.843	329.551	230.405	587.330	401.158
9.853	328.430	229.488	587.330	398.019
9.863	328.430	587.330	233.082	397.628
9.873	328.525	587.330	233.082	396.802
9.883	327.653	580.583	233.082	397.582
9.893	327.540	580.583	233.041	397.766
9.903	327.672	397.445	580.583	233.082
9.913	327.824	397.812	587.194	233.082
9.923	327.994	397.330	587.330	232.678
9.933	327.937	397.399	587.330	233.082
9.943	328.146	397.376	586.923	233.082
9.953	328.601	397.238	587.330	232.289
9.963	328.601	397.330	587.330	232.840
9.973	328.392	592.372	397.100	233.082
9.983	591.346	328.677	231.659	397.582
9.993	590.118	232.101	329.209	397.307
10.003	587.330	232.598	329.589	397.376
10.013	587.330	232.598	331.193	397.881
10.023	587.330	232.302	329.628	399.262
10.033	580.583	234.161	337.332	397.812
10.043	580.583	233.082	331.116	397.881
10.053	580.583	230.405	349.915	331.365
10.063	580.583	234.513	349.814	331.652
10.073	580.583	233.500	353.286	1041.377
10.083	573.915	231.873	349.228	1041.437
10.093	580.583	227.758	349.228	1040.234
10.103	595.116	231.285	348.785	1042.099
10.113	587.330	348.805	235.790	1041.617
10.123	587.330	348.503	232.571	1041.978
10.133	348.523	585.737	229.820	223.381
10.143	349.006	587.330	230.951	225.142
10.153	349.369	587.330	223.032	226.564
10.163	349.672	587.330	222.556	230.458
10.173	349.773	587.330	222.556	230.285
10.183	349.854	587.330	222.556	1166.410
10.193	349.571	587.330	222.556	1170.595
10.203	349.228	587.330	222.556	1165.871
10.213	349.087	580.583	222.376	1165.737
10.223	348.906	580.583	221.287	1165.467
10.233	348.563	584.250	222.556	1159.090
10.243	348.402	580.583	222.068	1165.333
10.253	580.583	348.382	220.000	1165.467
10.263	580.583	348.382	224.363	1165.804
10.273	587.330	348.543	224.869	471.580
10.283	587.330	220.000	348.885	86.759
10.293	587.330	220.471	348.805	87.307
10.303	587.330	348.825	221.914	87.307
10.313	587.330	349.329	220.000	86.889
10.323	587.330	349.228	221.032	86.304
10.333	587.330	349.067	220.879	86.960
10.343	587.330	348.865	220.382	471.580
10.353	587.330	348.724	220.000	471.798
10.363	587.330	348.664	220.000	471.580
10.373	587.330	348.724	471.853	1172.422
10.383	587.330	348.865	471.907	1171.813
10.393	587.330	348.845	471.935	1171.542
10.403	587.330	348.644	473.218	1171.745
10.413	587.330	348.523	471.580	1172.016
10.423	587.330	348.644	471.580	208.157
10.433	586.448	348.825	471.580	208.133
10.443	348.926	586.923	471.580	209.617
10.453	349.228	587.330	471.580	207.161
10.463	349.228	587.330	472.453	207.652
10.473	349.168	587.330	472.562	208.145
10.483	348.865	587.330	472.262	208.241
10.493	348.664	471.580	207.820	587.330
10.503	348.402	207.652	470.927	587.330
10.513	208.325	347.899	472.016	587.330
10.523	207.688	347.638	472.153	587.330
10.533	207.652	347.799	472.917	587.330
10.543	207.808	347.899	471.935	585.974
10.553	208.049	349.228	471.880
10.563	207.796	349.228	472.453
10.573	207.760	349.228	472.316
10.583	208.025	349.450	472.071
10.593	208.133	349.127	471.771
10.603	208.181	349.148	471.580
10.613	207.976	349.228	471.580
10.623	207.724	349.228	472.562
10.633	208.049	354.881	472.753
10.643	208.819	351.434	547.397
10.653	210.065	542.549	356.052
10.663	210.065	543.804	328.886
10.673	544.936	208.518	329.628
10.683	547.998	329.628	208.891
10.693	551.778	325.841	208.964
10.703	554.365	325.841	439.771
10.713	554.365	329.894	440.763
10.723	554.365	330.925	441.604
10.733	331.403	549.456	222.556
10.743	331.097	553.853	220.000
10.753	330.963	547.998	222.017
10.763	330.772	547.998	222.171
10.773	329.628	547.998	222.556
10.783	330.657	547.998	222.556
10.793	330.237	552.447	222.351
10.803	330.237	554.365	222.556
10.813	330.543	554.365	222.556
10.823	330.619	554.013	222.556
10.833	330.562	557.126	222.556
10.843	330.371	557.255	222.556
10.853	330.371	557.287	222.556
10.863	330.428	557.480	222.556
10.873	330.371	556.740	222.184
10.883	330.447	554.077	221.607
10.893	330.333	554.365	221.966
10.903	330.390	553.310	221.697
10.913	330.371	551.746	221.492
10.923	330.352	551.109	221.287
10.933	330.734	550.155	222.556
10.943	331.346	549.170	220.000
10.953	331.729	548.695	220.000
10.963	331.652	548.536	222.556
10.973	331.365	549.392	220.000
10.983	331.307	551.013	220.000
10.993	331.575	552.415	220.000
11.003	331.959	554.109	220.000
11.013	332.093	555.776	220.000
11.023	331.939	556.386	220.000
11.033	332.035	556.869	220.483
11.043	332.170	557.512	220.305
11.053	331.959	557.641	441.630
11.063	332.150	557.416	441.808
11.073	332.630	556.772	441.961
11.083	332.842	555.070	442.038
11.093	333.169	552.160	441.859
11.103	333.381	550.091	441.910
11.113	333.304	547.998	441.885
11.123	333.150	546.923	441.961
11.133	332.900	546.260	441.961
11.143	332.477	547.998	441.987
11.153	332.208	550.536	442.140
11.163	331.959	548.885	442.063
11.173	332.515	550.536	442.242
11.183	331.939	552.033	442.089
11.193	332.438	552.894	442.089
11.203	332.688	553.597	221.019
11.213	332.784	554.686	220.802
11.223	332.803	552.830	220.981
11.233	332.688	557.255	218.001
11.243	332.112	556.901	220.942
11.253	331.288	554.365	222.261
11.263	330.963	553.757	442.242
11.273	330.810	551.332	442.319
11.283	330.753	547.998	442.370
11.293	331.460	547.428	442.166
11.303	332.477	546.449	442.242
11.313	332.823	546.228	442.344
11.323	332.727	547.998	442.447
11.333	332.400	547.998	442.626
11.343	332.112	549.519	442.830
11.353	331.844	554.365	442.881
11.363	331.346	554.621	442.753
11.373	331.384	557.416	442.421
11.383	332.074	558.092	442.319
11.393	332.688	557.802	442.191
11.403	332.996	556.772	442.038
11.413	333.073	555.070	441.859
11.423	333.015	552.830	441.630
11.433	332.919	552.575	441.579
11.443	332.477	549.265	441.451
11.453	332.016	547.998	441.426
11.463	332.035	547.998	441.451
11.473	331.729	548.473	441.375
11.483	331.288	551.268	441.298
11.493	331.614	549.964	441.145
11.503	332.381	551.141	441.222
11.513	332.515	552.447	441.502
11.523	331.997	553.789	441.273
11.533	331.805	554.365	441.324
11.543	332.035	554.461	441.349
11.553	331.633	553.693	441.910
11.563	331.078	553.150	441.936
11.573	331.001	552.830	442.370
11.583	331.173	552.447	442.574
11.593	331.595	551.714	442.370
11.603	332.150	551.172	442.268
11.613	332.285	551.045	442.881
11.623	332.342	443.675	551.300
11.633	332.650	443.419	550.950
11.643	332.784	443.598
11.653	333.207	443.752
11.663	333.246	448.390
11.673	445.061	333.458
11.683	443.086	337.332
11.693	441.961	333.978
11.703	441.808
11.713	443.598
11.723	443.521
11.733	443.214
11.743	442.728
11.753	442.191
11.763	441.553
11.773	220.598
11.783	220.942
11.793	221.185
11.803	221.338
11.813	221.338	652.210
11.823	220.000	652.587
11.833	222.312	651.683
11.843	221.530	651.683
11.853	221.390	651.683	1314.708
11.863	221.786	651.683	1313.721
11.873	221.569	651.683	1312.507
11.883	221.569	1310.992	651.683
11.893	221.121	1311.598	659.255
11.903	220.649	1312.356	654.285
11.913	221.300	1313.341	441.171
11.923	220.000	1312.280	446.761
11.933	220.382	1313.645	443.342
11.943	220.713	1313.114	435.625
11.953	221.428	1312.052	440.789
11.963	220.000	1310.765	444.316
11.973	220.000	1310.235	440.610
11.983	220.968	1311.522	437.238
11.993	220.815	1311.901	439.543
12.003	220.000	1312.204	440.941	277.583
12.013	221.850	1311.674	279.111	438.275
12.023	220.000	1310.916	279.514	437.542
12.033	220.853	1310.159	279.159	436.986
12.043	220.522	1310.840	277.183	436.658
12.053	220.000	1309.403	280.403	448.934
12.063	220.802	1310.159	280.403	429.950
12.073	220.000	1310.916	280.403	427.845
12.083	220.560	1311.295	278.869	429.950
12.093	220.267	1311.219	280.403	435.172
12.103	220.904	1310.765	279.046	435.373
12.113	220.891	1310.311	277.183	410.535
12.123	220.254	1310.235	278.161	415.305
12.133	220.229	1310.840	280.403	656.595
12.143	220.000	1311.446	277.407	656.367
12.153	220.280	1311.749	659.255	278.499
12.163	220.522	1311.598	659.255	395.886
12.173	219.454	1310.916	655.155	396.550
12.183	220.000	1309.705	654.626	391.995
12.193	220.496	1308.571	658.076	396.550
12.203	220.496	1308.117	651.683	401.158
12.213	220.000	651.683	396.550	1307.966
12.223	220.000	651.683	391.995	1306.154
12.233	220.955	651.683	394.836	1304.948
12.243	221.134	651.683	396.550	1303.516
12.253	220.930	651.683	396.550	1302.087
12.263	221.799	651.683	389.715	1298.331
12.273	220.000	651.683	387.493	1296.158
12.283	222.055	648.753	394.448	1293.391
12.293	222.017	644.198	396.550	277.423
12.303	222.556	644.198	396.550
12.313	222.556	644.198	396.550
12.323	222.556	644.198	396.550
12.333	222.556	646.434	395.110
12.343	221.658	138.591	646.397
12.353	221.453	1162.173	138.591
12.363	221.198	1171.474	138.591
12.373	220.942	1179.350	649.991
12.383	220.662	1178.805	586.787
12.393	220.000	586.651	1173.371
12.403	220.000	587.330	1173.371
12.413	220.000	587.330	429.950
12.423	220.000	587.330	651.683
12.433	220.000	587.330	657.202
12.443	220.369	587.330	351.921
12.453	220.000	585.873	351.942
12.463	220.394	353.429	148.333
12.473	220.000	351.475	148.538
12.483	221.287	350.765	148.538
12.493	220.254	350.886	148.538
12.503	220.981	351.820	148.538
12.513	220.242	352.491	148.538
12.523	220.547	352.817	148.538
12.533	220.000	352.288	147.181
12.543	220.178	351.942	146.832
12.553	220.000	352.003	146.875
12.563	146.832	221.249	351.678
12.573	146.832	220.000	351.921
12.583	146.155	220.292	352.349
12.593	146.832	220.000	352.288
12.603	220.547	352.328	146.832
12.613	220.000	352.125	146.832
12.623	221.006	351.698	146.832
12.633	222.556	351.272	146.832
12.643	220.000	351.332	148.538
12.653	220.000	351.130	148.538
12.663	220.000	351.881	148.538
12.673	220.000	351.739	148.538
12.683	220.000	351.779	148.538
12.693	220.000	351.718	591.586
12.703	220.000	351.718	587.330
12.713	220.000	353.286	587.330	166.719
12.723	220.000	353.286	587.330	166.729
12.733	220.000	353.286	580.583	166.729
12.743	220.000	353.286	592.440	166.729
12.753	220.000	353.286	587.330	166.729
12.763	220.000	353.286	587.330	166.652
12.773	220.000	353.286	587.330	166.729
12.783	220.000	353.286	166.729	587.330
12.793	220.000	345.217	166.729	588.484
12.803	220.000	353.286	166.219	594.154
12.813	220.000	166.104	352.349	589.301
12.823	220.000	164.814	353.286	588.620
12.833	219.353	166.392	351.962	589.675
12.843	165.673	220.000	353.286	588.518
12.853	165.931	353.286	220.000	587.330
12.863	165.960	353.286	587.330	220.076
12.873	165.558	353.286	587.330	220.331
12.883	165.147	350.218	587.330	222.556
12.893	353.286	165.128	587.330	222.556
12.903	587.330	165.558	353.286	222.556
12.913	587.330	353.286	166.296	221.390
12.923	587.330	353.286	165.663	221.530
12.933	587.330	353.286	165.405	221.697
12.943	587.330	353.286	166.066	494.454
12.953	587.330	353.286	166.536	174.241
12.963	586.651	341.252	166.729	174.523
12.973	580.583	166.729	351.190	174.745
12.983	587.330	170.557	290.292	166.248
12.993	587.330	170.626	289.287	166.315
13.003	177.021	292.243	587.330
13.013	179.316	293.665	586.347
13.023	176.643	294.106	586.313
13.033	176.643	297.077	440.000
13.043	176.643	297.077	440.000
13.053	176.643	297.077	440.000
13.063	177.011	297.077	440.000
13.073	176.643	296.837	440.000
13.083	176.225	296.203	440.000
13.093	176.643	296.032	440.000
13.103	176.643	295.161	440.000
13.113	176.643	295.690	440.000
13.123	176.643	294.735	440.000
13.133	175.038	295.349	440.000
13.143	176.643	295.520	440.000
13.153	175.981	295.878	440.000
13.163	174.614	296.323	440.000
13.173	174.614	296.443	440.000
13.183	176.001	296.717	440.000
13.193	175.798	297.077	440.000
13.203	174.413	296.957	440.000
13.213	173.248	296.751	440.000
13.223	174.988	296.974	440.000
13.233	175.616	296.323	440.000
13.243	174.917	296.631	440.000
13.253	174.231	296.511	440.000
13.263	174.796	296.905	440.000
13.273	175.494	296.785	440.000
13.283	176.643	296.854	440.000
13.293	176.643	297.077	440.000
13.303	296.409	440.153	176.643
13.313	297.077	440.000	176.643
13.323	296.237	440.203	176.459
13.333	296.923	440.127	175.616
13.343	297.077	440.000	175.971
13.353	297.077	440.000	176.296
13.363	297.077	440.000	176.643
13.373	296.940	440.203	175.372
13.383	296.546	440.407	174.866
13.393	295.947	440.000	175.342
13.403	296.957	440.000	175.595
13.413	295.588	440.280	173.558
13.423	296.665	440.025	174.947
13.433	295.520	440.051	174.907
13.443	296.665	175.555	440.000
13.453	297.077	173.980	440.000
13.463	296.923	174.614	440.000
13.473	176.347	297.077	440.000
13.483	175.758	297.077	440.000
13.493	176.052	297.077	440.025
13.503	176.643	297.077	1318.967
13.513	176.796	297.077	1319.120
13.523	176.643	295.434	1319.196
13.533	176.643	294.974	461.529
13.543	176.643	294.514	464.497
13.553	176.215	464.041	294.106
13.563	465.330	176.643	290.292
13.573	464.202	290.862	176.123
13.583	464.470	293.427	176.052
13.593	465.384	293.665	174.614
13.603	465.626	293.885	173.809
13.613	465.088	295.554	176.643
13.623	464.202	293.665	176.643	394.950
13.633	464.283	294.786	176.643	393.425
13.643	294.906	465.330	176.368	395.681
13.653	293.665	465.249	176.643	393.652
13.663	293.665	466.164	176.643	394.882
13.673	293.665	466.595	175.484	396.001
13.683	175.869	293.970	466.271	396.138
13.693	175.768	293.665	466.568	396.275
13.703	176.052	293.665	467.836	396.001
13.713	176.195	293.665	467.863	396.161
13.723	176.470	292.446	395.384	466.999
13.733	293.122	396.207	466.810	176.246
13.743	395.338	466.164	293.665	175.443
13.753	395.452	465.303	293.665	175.788
13.763	395.247	464.041	293.665	176.164
13.773	394.927	464.175	293.716	175.747
13.783	395.521	463.506	293.665	175.666
13.793	394.471	462.489	295.400	176.643
13.803	396.275	462.730	294.838	176.643
13.813	395.772	462.062	294.497	176.643
13.823	394.357	462.169	297.077	175.443
13.833	395.407	463.854	171.456
13.843	395.133	462.917	175.139
13.853	395.087	466.164	168.452
13.863	395.087	466.164	167.279
13.873	394.836	466.164	166.729
13.883	394.768	466.164	166.604
13.893	394.950	466.164	261.626	166.392
13.903	395.110	466.164	261.626	166.613
13.913	395.292	465.007	261.626	166.114
13.923	395.658	462.623	261.626	165.855
13.933	395.247	466.164	261.626	165.816
13.943	395.452	463.854	261.626	165.635
13.953	396.550	461.422	261.626	165.166
13.963	394.927	260.465	465.733	164.823
13.973	260.585	395.544	463.854	165.482
13.983	261.565	396.550	460.809	165.014
13.993	260.299	395.041	165.176	460.809
14.003	259.593	165.014	395.635	460.809
14.013	260.555	165.061	396.069	460.809
14.023	260.044	165.702	396.344	460.809
14.033	259.503	164.814	396.711	460.091
14.043	259.984	165.109	396.550	456.412
14.053	260.284	165.558	400.787	460.038
14.063	260.074	165.138	397.123	439.594
14.073	260.766	165.376	440.000
14.083	261.626	165.740	440.000
14.093	261.641	166.037	438.351
14.103	262.276	439.644	166.354
14.113	262.777	439.441	167.733
14.123	264.666	440.000	166.133
14.133	264.666	440.000	170.626
14.143	261.626	439.543	170.843
14.153	261.626	439.314	169.898
14.163	261.626	439.721	173.288
14.173	261.626	439.314	173.759
14.183	257.161	439.061	173.920
14.193	258.621	439.213	173.930
14.203	261.626	439.187	175.129
14.213	259.713	439.390	176.419
14.223	259.969	439.517	176.643
14.233	260.510	439.695	176.643
14.243	259.683	439.975	176.643
14.253	259.129	439.898	176.643
14.263	258.979	176.643	439.721
14.273	258.770	176.643	440.000
14.283	259.428	176.643	440.000
14.293	259.488	176.093	440.000
14.303	260.329	176.012	447.303
14.313	261.112	176.134	441.375
14.323	260.600	175.575	351.535
14.333	261.384	174.907	351.373
14.343	260.675	174.614	351.515
14.353	260.720	175.636	351.576
14.363	260.826	174.685	351.556
14.373	261.626	176.643	351.617
14.383	261.626	176.643	351.739
14.393	261.626	176.643	351.698
14.403	175.595	261.626	351.718
14.413	175.565	261.626	351.739
14.423	176.643	261.626	351.962
14.433	176.643	261.626	351.414
14.443	175.818	264.666	351.251
14.453	175.768	264.497	351.089
14.463	176.643	264.666	352.023
14.473	176.643	264.666	351.617
14.483	176.643	264.666	350.603
14.493	176.643	264.666	351.434
14.503	176.470	264.666	350.238
14.513	176.643	261.626	391.792
14.523	175.484	261.474	391.995
14.533	175.069	260.059	391.746
14.543	176.083	260.525	390.775
14.553	176.643	257.681	391.995
14.563	175.271	257.057	391.385
14.573	174.816	257.354	391.995
14.583	176.358	258.621	390.955
14.593	258.621	176.643	390.662
14.603	258.621	176.643	391.995
14.613	261.626	176.643	390.098
14.623	261.626	176.755	389.783
14.633	261.898	176.643	387.493
14.643	264.666	177.615	389.468
14.653	264.666	177.103	387.493
14.663	264.574	177.082	390.143
14.673	264.666	391.588	174.614
14.683	263.887	387.493	176.266
14.693	390.391	263.232	176.154
14.703	387.493	262.944	176.001
14.713	390.391	264.666	116.622
14.723	391.995	116.541	263.963
14.733	391.068	116.892	291.771
14.743	116.541	391.995	291.855
14.753	116.541	392.494	290.292
14.763	116.541	290.292	391.814
14.773	116.541	291.586	394.380
14.783	116.541	291.535	391.928
14.793	116.541	293.410	391.995
14.803	117.270	293.665	391.995
14.813	116.541	293.377	391.204
14.823	116.541	293.665	391.995
14.833	116.541	293.665	390.549
14.843	116.541	293.665	390.233
14.853	116.541	293.275	387.493
14.863	116.777	293.665	389.873
14.873	116.541	293.665	387.493
14.883	116.541	293.665	387.493
14.893	116.541	293.834	390.256
14.903	116.541	293.817	391.995
14.913	116.541	294.667	390.730
14.923	117.372	294.225	391.995
14.933	116.770	295.212	391.995
14.943	116.541	295.844	390.865
14.953	116.312	392.743	297.077
14.963	115.509	391.995	297.077
14.973	115.202	391.995	300.529
14.983	115.736	390.594	297.077
14.993	116.326	391.272	297.008
15.003	117.895	387.493	233.082
15.013	117.895	387.493	233.082
15.023	117.895	387.963	235.192
15.033	117.909	387.493	236.117
15.043	117.895	387.493	235.708
15.053	117.895	387.493	235.913
15.063	116.541	389.693	236.213
15.073	116.541	389.175	236.363
15.083	116.413	390.842	236.841
15.093	116.474	236.745	391.995
15.103	116.541	236.787	391.995
15.113	116.541	236.595	393.606
15.123	115.489	236.718	391.995
15.133	115.202	236.581	390.910
15.143	115.202	236.636	391.995
15.153	117.895	236.732	390.481
15.163	117.895	237.005	390.143
15.173	117.895	237.636	290.292
15.183	116.541	237.581	296.083
15.193	116.541	296.032	238.213	387.493
15.203	116.541	295.930	387.493	237.485
15.213	295.588	116.541	387.493	782.860
15.223	295.229	387.493	116.541	783.493
15.233	295.537	389.693	116.541	784.081
15.243	295.912	391.995	117.895	781.143
15.253	389.760	296.152	195.998	785.260
15.263	389.018	296.785	195.998	785.941
15.273	389.693	196.179	297.077	787.895
15.283	393.038	198.275	293.665	789.262
15.293	198.275	393.220	790.220	295.742
15.303	197.543	389.310	786.122	295.742
15.313	197.658	388.143	786.985	130.881
15.323	197.190	390.639	331.805	785.260
15.333	197.053	390.121	333.458	778.351
15.343	198.195	390.166	333.361	258.621
15.353	197.760	332.515	387.493	260.389
15.363	197.099	331.748	387.493	263.400
15.373	193.746	329.628	393.402	261.626
15.383	198.000	329.628	258.621	387.493
15.393	196.894	329.628	258.621	391.430
15.403	198.275	329.628	260.314	394.448
15.413	197.943	330.371	260.419	392.313
15.423	329.628	196.962	261.037	397.215
15.433	330.314	197.932	259.969	392.993
15.443	330.218	197.509	261.958	387.493
15.453	330.657	197.065	261.626	396.459
15.463	330.447	195.998	258.621	396.207
15.473	330.199	198.275	260.630	393.356
15.483	330.676	198.275	130.420	260.796
15.493	330.276	198.275	130.813	392.789
15.503	329.532	129.310	392.426	198.275
15.513	329.628	396.230	129.310	263.994
15.523	329.628	391.995	130.699	260.059
15.533	329.628	391.995	130.858	258.621
15.543	330.371	387.493	131.822	261.263
15.553	329.685	387.493	131.753	260.781
15.563	330.104	391.995	131.131	261.867
15.573	329.628	130.813	390.549	264.666
15.583	329.628	130.813	391.475	262.231
15.593	330.047	131.312	391.046	259.953
15.603	330.314	132.333	390.865	259.773
15.613	330.218	132.333	390.008	261.943
15.623	330.409	132.333	389.400	265.079
15.633	330.314	129.639	264.666	389.850
15.643	330.218	129.834	266.907	389.040
15.653	329.628	132.333	388.232	264.009
15.663	329.628	132.333	388.165	261.626
15.673	330.256	132.333	388.704	262.701
15.683	330.123	132.333	389.513	258.621
15.693	329.685	129.310	390.166	264.666
15.703	331.250	129.310	396.550	261.626
15.713	330.906	129.310	391.091	266.276
15.723	329.856	129.310	389.265	261.837
15.733	331.078	129.310	396.550	237.609
15.743	331.422	129.310	390.459	235.790
15.753	329.628	129.902	387.493	238.007
15.763	129.310	330.963	238.530	391.995
15.773	129.310	237.815	329.628	392.517
15.783	238.378	129.857	334.635	392.630
15.793	238.530	130.255	396.550	329.628
15.803	236.254	132.333	393.515	330.982
15.813	238.323	130.813	392.834	331.020
15.823	238.530	130.813	392.925	331.059
15.833	237.225	130.692	395.886	466.164
15.843	235.995	130.813	392.948	346.856
15.853	236.554	130.813	392.857
15.863	237.471	387.627	347.056
15.873	236.800	346.496	387.493
15.883	237.389	173.588	347.337
15.893	237.732	174.614	348.644
15.903	174.614	222.531	237.225
15.913	174.745	222.556	348.161
15.923	174.614	222.556	347.678
15.933	222.556	174.614	87.615
15.943	222.556	174.614	87.646
15.953	222.556	174.866	87.307
15.963	222.556	176.052	86.945
15.973	222.556	176.643	87.307	263.811
15.983	222.068	174.776	88.322	263.796
15.993	222.556	88.322	174.614	263.780
16.003	222.261	88.322	174.614	264.039
16.013	220.981	88.322	172.609	263.552
16.023	222.556	86.809	176.001	263.445
16.033	220.420	88.322	172.609	263.339
16.043	86.304	222.556	175.616	264.666
16.053	88.322	222.556	172.609	261.626
16.063	86.304	221.991	176.134	264.238
16.073	88.322	222.158	172.609	262.837
16.083	88.322	220.343	172.609	432.116
16.093	87.176	222.556	175.484	438.883
16.103	87.307	220.242	177.093	439.238
16.113	87.307	222.556	175.342	441.069
16.123	87.307	220.000	176.643	441.069
16.133	87.307	221.979	175.636	440.712
16.143	87.307	222.209	176.776	440.687
16.153	87.307	220.598	175.707	440.331
16.163	87.307	221.543	175.484
16.173	87.307	220.751	175.920
16.183	87.307	221.313	176.134
16.193	88.322	220.713	175.585
16.203	86.594	222.466	175.676
16.213	86.499	220.509	175.910
16.223	88.322	220.879	172.609
16.233	88.322	221.850	175.079
16.243	86.304	221.415	174.988
16.253	88.322	222.505	1040.655
16.263	88.016	221.658	347.277
16.273	87.307	220.624	345.217
16.283	87.307	221.543	347.879
16.293	87.307	221.581	348.161
16.303	87.307	222.556	348.442
16.313	87.307	220.879	350.785
16.323	87.307	220.866	350.805
16.333	87.307	222.556	348.563
16.343	87.307	222.556	348.402
16.353	87.307	222.235	348.241
16.363	88.322	221.262	349.228
16.373	86.304	222.556	349.228
16.383	88.189	220.000	345.217
16.393	86.304	221.390	348.603	176.480
16.403	86.304	221.543	348.825	176.643
16.413	88.322	220.178	345.217	176.541
16.423	88.322	221.505	345.217	176.561
16.433	88.322	220.000	345.217	176.572
16.443	86.654	221.876	347.337	176.643
16.453	88.322	220.000	349.228	176.541
16.463	87.307	220.000	347.859	176.643
16.473	87.514	220.000	348.121	176.643
16.483	88.322	221.530	348.382	176.480
16.493	88.322	220.267	349.228	176.439
16.503	88.322	220.382	348.583	700.800
16.513	88.169	221.351	348.684	700.193
16.523	87.423	220.000	350.846	697.610
16.533	88.322	220.000	349.228	697.006
16.543	88.322	220.000	350.562	694.995
16.553	88.322	220.000	350.137	693.031
16.563	88.322	220.114	345.217	695.598
16.573	88.322	221.351	345.217	695.196
16.583	88.322	222.543	345.217	694.795
16.593	88.322	220.598	348.825
16.603	88.322	221.620	349.430
16.613	88.322	220.000	349.228
16.623	87.307	220.000	353.286
16.633	87.307	220.000	350.117
16.643	87.307	220.000	350.562
16.653	221.556	88.322	350.157
16.663	220.000	88.322	351.373
16.673	220.000	87.307	350.441
16.683	222.415	88.322	350.279
16.693	221.415	87.307	351.373
16.703	221.147	87.307	349.652
16.713	221.940	87.267	349.349
16.723	222.556	88.322	349.228	1040.956
16.733	222.556	88.322	349.228	1040.355
16.743	222.556	87.924	348.986	1039.994
16.753	222.556	88.322	348.986	1040.355
16.763	222.556	88.322	345.217	1041.317
16.773	222.556	88.322	345.217	1041.076
16.783	221.108	88.322	349.228	1042.219
16.793	87.307	220.840	350.785	1044.449
16.803	87.307	220.789	351.251	1041.918
16.813	87.307	351.475	222.222	1041.978
16.823	87.307	351.779	222.556
16.833	88.322	352.450	223.742
16.843	87.808	350.947	225.142
16.853	87.529	352.125	222.788
16.863	88.322	351.921	222.891
16.873	88.322	351.576
16.883	87.307	351.211
