0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183	400.001
0.193	399.932
0.203	399.862
0.213	399.747
0.223	400.556	325.165
0.233	400.255	325.634
0.243	399.539	322.099
0.253	399.678	322.099
9.053	146.832	374.748	439.924	1315.315
9.063	146.832	374.834	439.594	297.730
9.073	146.832	375.008	439.644	297.077
9.083	146.832	374.791	439.695	297.077
9.093	146.832	374.899	297.077	440.025
9.103	148.538	375.571	298.177	440.000
9.113	148.538	375.788	300.529	440.000
9.123	148.538	374.294	300.529	441.400
9.133	148.538	298.263	374.294
9.143	148.538	297.438	374.899
9.153	148.538	493.883	297.988
9.163	499.362	148.538	297.747
9.173	499.622	297.077	148.427
9.183	496.285	297.971	148.487
9.193	497.261	297.026	393.993
9.203	497.951	297.077	198.608
9.213	493.883	296.648	198.573
9.223	498.296	296.580	198.275
9.233	497.893	198.275	296.597
9.243	497.405	198.929	290.292
9.253	497.319	199.274	297.472
9.263	497.663	199.055	297.558
9.273	497.807	198.229	298.057
9.283	497.951	198.275	297.077
9.293	498.152	198.275	298.832
9.303	498.325	197.224	298.574
9.313	498.354	298.281	197.110
9.323	498.354	298.126	197.110
9.333	298.005	498.267	196.985
9.343	297.816	498.066	198.275
9.353	297.644	497.721	198.275
9.363	297.523	497.462	197.943
9.373	297.472	198.275	497.319
9.383	297.455	198.275	497.204
9.393	297.403	198.275	497.089
9.403	297.334	198.275	496.716
9.413	297.317	198.275	499.622
9.423	297.300	198.275	499.622
9.433	297.197	198.275	498.095
9.443	297.077	196.394	521.893
9.453	297.077	198.275	517.241
9.463	297.077	198.275	521.441
9.473	297.111	196.270	523.040
9.483	297.180	196.224	523.251
9.493	297.403	197.486	523.251
9.503	297.695	198.275	525.189
9.513	297.661	198.275	525.037
9.523	297.833	198.275	524.825
9.533	298.074	524.704	196.542
9.543	298.126	525.098	196.372
9.553	297.816	525.705	196.417
9.563	297.592	525.766	198.275
9.573	526.343	198.275	297.077
9.583	526.678	198.275	297.077
9.593	198.275	526.221	297.077
9.603	198.275	526.495	297.077
9.613	198.275	526.678	297.077
9.623	198.275	526.465	297.077
9.633	198.275	526.465	297.249
9.643	198.275	526.860	297.283
9.653	195.998	526.526	296.940
9.663	198.275	526.617	296.923
9.673	198.275	527.530	297.077
9.683	195.500	296.443	528.231
9.693	198.275	296.118	528.873
9.703	198.275	296.734	529.178
9.713	195.998	297.026	529.331
9.723	195.998	296.357	529.331
9.733	198.275	297.077	528.598
9.743	297.077	198.275	528.750
9.753	297.472	198.275	442.805
9.763	297.249	198.275	443.214
9.773	298.091	198.275	443.547
9.783	298.556	195.998	434.946
9.793	299.420	443.035	197.566
9.803	445.113	297.077	197.578
9.813	446.761	297.077	395.270
9.823	448.960	396.802	131.890
9.833	445.962	132.333	391.995
9.843	445.215	130.813	396.550
9.853	446.968	132.333	395.292
9.863	447.407	132.333	396.138
9.873	447.097	132.333	395.407
9.883	445.113	131.282	395.201
9.893	445.498	131.723	395.201
9.903	444.958	132.333	395.155
9.913	445.113	130.813	394.973
9.923	444.830	395.064	132.333
9.933	445.113	329.628	394.768
9.943	444.856	330.295	394.973
9.953	445.113	330.848	394.996
9.963	444.085	330.734	395.178
9.973	444.214	331.078	394.813
9.983	443.778	330.982	394.904
9.993	331.001	444.753	394.813	132.195
10.003	331.097	444.701	394.471	130.813
10.013	330.657	445.113	394.426	132.333
10.023	330.810	445.627	130.813	394.540
10.033	330.791	446.400	130.813	394.130
10.043	330.447	446.065	132.333	394.768
10.053	330.543	446.658	131.335	394.403
10.063	330.276	446.116	130.813	394.357
10.073	330.218	446.529	132.333	394.198
10.083	330.505	445.241	131.328	394.357
10.093	330.466	444.496	393.948	131.464
10.103	330.696	442.805	394.221	130.813
10.113	331.193	441.553	394.198	130.964
10.123	331.135	440.000	394.357	131.449
10.133	331.173	438.503	395.041	132.333
10.143	331.480	439.187	394.107	132.333
10.153	331.422	438.098	132.333	395.178
10.163	331.384	438.908	130.813	394.654
10.173	331.614	440.000	130.813	394.289
10.183	331.882	441.553	130.813	394.471
10.193	331.978	442.907	130.813	394.221
10.203	331.901	444.008	130.813	394.312
10.213	331.824	445.113	130.813	394.585
10.223	131.070	331.729	445.113	394.517
10.233	130.813	331.403	445.113	394.494
10.243	131.131	331.288	444.522	394.585
10.253	132.333	443.573	331.059	394.448
10.263	132.333	442.370	331.135	394.130
10.273	130.813	440.000	331.709	394.745
10.283	129.310	439.492	332.170	395.087
10.293	130.813	439.873	332.746
10.303	437.744	130.813	333.381
10.313	440.000	130.926	333.458
10.323	440.000	132.333	333.458
10.333	440.916	132.058	333.458
10.343	443.906	132.333	332.976
10.353	445.113	132.333	333.092
10.363	445.113	132.333	333.207
10.373	446.245	132.379	296.306
10.383	445.113	132.333	296.323
10.393	445.087	295.827	132.218
10.403	443.649	294.667	374.294
10.413	443.726	374.294	297.077
10.423	441.783	375.159	297.077
10.433	440.000	374.986	297.077
10.443	440.000	375.246	297.077
10.453	440.000	374.899	296.426
10.463	374.986	440.000	298.143
10.473	374.726	442.217	293.665
10.483	374.661	442.421	296.340
10.493	375.094	443.444	148.538
10.503	375.289	148.538	443.368
10.513	374.899	148.538	295.861
10.523	375.008	148.350	296.426
10.533	374.899	148.538	296.015
10.543	374.964	147.845	296.237
10.553	375.354	148.538	443.675
10.563	147.402	375.506	441.681
10.573	146.832	374.834	442.574
10.583	146.832	374.726	440.000
10.593	148.916	374.878	440.000
10.603	148.538	374.791	440.000
10.613	148.564	374.791	440.000
10.623	146.832	375.029	439.848
10.633	146.832	374.834	440.000
10.643	146.832	374.618	440.153
10.653	146.832	374.358	439.975
10.663	147.096	374.705	439.822
10.673	146.832	374.748	439.670
10.683	147.011	374.705	439.594
10.693	146.832	374.813	439.492
10.703	146.832	374.834	440.000
10.713	146.519	374.748	791.270	439.314
10.723	146.798	374.856	792.139	528.720
10.733	146.274	374.748	791.179	529.178
10.743	146.832	374.813	790.950	528.048
10.753	146.832	375.311	790.585	528.537
10.763	146.832	375.116	790.493	528.995
10.773	146.832	375.268	791.224	527.165
10.783	146.832	375.376	791.590	526.617	878.578
10.793	146.832	375.116	790.905	525.401	878.223
10.803	146.832	375.268	789.535	526.404	877.918
10.813	146.637	375.680	789.216	526.252	877.411
10.823	146.832	375.073	527.347	787.167
10.833	146.155	375.398	524.371	787.395
10.843	145.961	375.159	524.340	787.076
10.853	145.146	375.138	523.251	787.304
10.863	145.146	374.294	525.918	788.715
10.873	145.146	375.051	525.948	789.170
10.883	145.146	374.294	528.934	789.626
10.893	145.146	374.294	528.018	789.490
10.903	146.122	374.294	528.384	788.487
10.913	145.146	376.288	529.331	793.100
10.923	145.146	376.788	529.331	793.100
10.933	148.538	376.179	529.545	786.576
10.943	146.832	375.203	532.859
10.953	146.832	373.149	535.512
10.963	146.832	375.853	783.267
10.973	148.538	767.014	375.268
10.983	148.538	782.091	247.885
10.993	148.538	247.999	774.986
11.003	146.832	246.942	787.622
11.013	247.556	146.832	295.895
11.023	247.985	295.964	396.550
11.033	246.942	295.998	395.521
11.043	249.019	296.871	396.550
11.053	249.177	296.203	396.550	96.873
11.063	249.609	295.947	98.789	394.836
11.073	249.811	295.468	99.138	391.452
11.083	249.177	296.306	99.138	394.927
11.093	249.105	295.998	99.138	394.084
11.103	248.286	296.220	99.138	394.882
11.113	248.616	295.912	99.138	395.544
11.123	248.114	295.844	99.138	395.589
11.133	248.631	295.434	99.138
11.143	248.085	295.366	98.960
11.153	248.444	294.991	99.103
11.163	248.200	295.059	99.103
11.173	248.286	294.650	99.103
11.183	248.186	294.650	99.109
11.193	247.971	294.650	197.543
11.203	248.114	294.718	99.057
11.213	247.999	295.008	99.046
11.223	247.842	294.906	99.035
11.233	248.128	294.957	99.138
11.243	248.042	295.059	99.138
11.253	247.971	295.605	99.138
11.263	248.688	295.468	99.138
11.273	247.856	99.138	293.665
11.283	248.803	97.999	295.093
11.293	247.956	99.138	295.998
11.303	248.616	99.138	295.707
11.313	248.401	99.138	293.665
11.323	248.430	99.138	295.195
11.333	248.401	97.999	295.690
11.343	248.616	97.999	295.502
11.353	248.157	98.402	295.383
11.363	249.004	97.999	295.264
11.373	248.372	97.999	295.315
11.383	248.774	97.999	295.400
11.393	248.559	97.999	295.315
11.403	248.444	97.999	393.902
11.413	249.033	99.138	394.722
11.423	247.971	99.138	397.123
11.433	249.566	97.999	398.203
11.443	247.785	97.999	400.949
11.453	97.999	249.696	397.605
11.463	98.254	248.128	397.674
11.473	249.234	97.999	401.158
11.483	248.458	97.999	400.325
11.493	248.774	97.999	398.042
11.503	248.760	99.138	396.986
11.513	248.415	97.999	396.550
11.523	248.832	97.999	393.675
11.533	248.300	97.999	392.653
11.543	248.760	97.999	395.475
11.553	248.516	97.999	395.452
11.563	248.961	98.385	395.544
11.573	248.774	98.487	392.789
11.583	249.076	98.589	393.834
11.593	248.444	99.138	395.133
11.603	249.811	99.138	396.619
11.613	248.343	97.999	397.123
11.623	249.306	99.138	398.111
11.633	248.157	97.999	399.331
11.643	248.214	100.289	400.625
11.653	248.085	97.999	401.158
11.663	247.584	100.289	397.766
11.673	247.999	99.138	397.628
11.683	247.541	98.447	295.571
11.693	248.272	96.873	295.366
11.703	247.627	97.999	295.400
11.713	246.942	97.999	295.298
11.723	247.656	97.999	295.195
11.733	248.659	97.999	295.076
11.743	247.384	97.999	294.957
11.753	247.928	97.999	294.821
11.763	247.213	97.999	395.315
11.773	246.956	98.282	396.711
11.783	247.241	97.999	396.711
11.793	246.984	98.493	396.986
11.803	247.227	98.572	397.674
11.813	247.256	99.138	397.996
11.823	247.427	100.289	398.203
11.833	246.942	97.999	401.158
11.843	246.942	99.138	401.158
11.853	246.942	98.544	398.387
11.863	246.942	99.138	394.676
11.873	246.942	97.999	790.265
11.883	246.942	97.999	792.368
11.893	246.942	97.999
11.903	247.056	97.999
11.913	246.942	97.999
11.923	246.942	97.999
11.933	246.785	97.999
11.943	246.528	97.999	787.258
11.953	246.528	98.084	789.170
11.963	246.942	99.138	791.819
11.973	246.657	99.138	197.088
11.983	246.942	97.999	197.099
11.993	246.642	100.289	196.701
12.003	246.942	97.999	197.122
12.013	247.156	97.999	197.145
12.023	246.942	99.138	197.167
12.033	248.243	98.624	198.275
12.043	248.430	98.601	293.665
12.053	248.860	98.601	395.795
12.063	246.942	98.618	395.681
12.073	246.942	97.999	395.589
12.083	246.942	99.138	392.358
12.093	97.999	246.813	392.811
12.103	97.999	246.942	394.448
12.113	99.138	246.756	396.459
12.123	99.138	400.186	247.084
12.133	97.999	401.158
12.143	100.289	397.697
12.153	100.289	397.927
12.163	100.266	398.180
12.173	100.289	398.433
12.183	99.138	197.692
12.193	99.367	198.275
12.203	99.138	197.658
12.213	99.138	197.635
12.223	99.138	197.293
12.233	99.138
12.243	99.138
12.253	97.999
12.263	98.920
12.273	98.869
12.283	98.840
12.293
12.303
12.313
12.323
12.333
12.343
12.353
12.363
12.373
12.383
12.393
12.403
12.413
12.423
12.433
12.443
12.453
12.463
12.473
12.483
12.493
12.503
12.513
12.523
12.533
12.543
12.553
12.563
12.573
12.583
12.593
12.603
12.613
12.623
12.633
12.643
12.653
12.663
12.673
12.683
12.693
12.703
12.713
12.723
12.733
12.743
12.753
12.763
12.773
12.783
12.793
12.803
12.813
12.823
12.833	259.279
12.843	259.563
12.853	397.697
12.863	397.743
12.873	397.582	258.621
12.883	397.307	258.621
12.893	397.353	258.621
12.903	397.812	168.666
12.913	398.157	168.666	261.626
12.923	398.157	168.666	261.626
12.933	398.387	167.675	263.491
12.943	166.729	398.433	260.660
12.953	166.729	398.180	260.630
12.963	167.288	397.766	260.630
12.973	166.729	397.812	261.626
12.983	166.729	397.445	259.518
12.993	166.671	397.261	261.626
13.003	166.729	397.054	258.621
13.013	166.286	397.261	258.621
13.023	165.989	397.513	258.621
13.033	166.334	397.192	261.626
13.043	166.123	397.261	261.610
13.053	165.960	261.626	397.605
13.063	165.826	261.626	397.261
13.073	166.171	262.382	396.963
13.083	165.673	261.626	397.123
13.093	165.482	261.626	396.963
13.103	166.286	261.626	396.756
13.113	165.482	261.626	396.825
13.123	165.338	261.626	396.986
13.133	164.814	261.626	397.123
13.143	164.957	261.626	397.032
13.153	165.281	261.626	397.009
13.163	165.290	258.621	397.123
13.173	164.814	258.621	397.009
13.183	165.472	258.621	396.688
13.193	165.472	263.780	396.848
13.203	165.338	262.928	396.779
13.213	165.855	261.173	396.596	532.859
13.223	165.415	261.626	396.871	521.742
13.233	165.797	261.626	396.917	1046.200
13.243	166.046	261.626	396.619	1050.075
13.253	165.424	261.626	397.032	1050.924
13.263	165.682	262.170	396.550	512.868
13.273	165.788	261.626	396.894	519.967
13.283	166.729	261.626	396.665	520.207
13.293	166.046	261.626	397.192	520.418
13.303	165.510	397.467	262.701	520.508
13.313	165.214	396.963	261.626	520.598
13.323	166.229	396.894	264.666	517.241
13.333	165.329	397.238	264.666	523.251
13.343	165.386	397.536	266.076	523.251
13.353	165.931	397.077	266.183	523.251
13.363	165.252	396.917	267.741	523.251
13.373	165.855	397.513	267.741	521.140
13.383	166.229	397.169	267.741	520.869
13.393	166.306	396.894	266.476	520.538
13.403	166.277	397.307	520.147	266.737
13.413	166.729	397.950	517.241	1041.617
13.423	166.729	397.720	296.991	493.228
13.433	166.729	397.835	493.370	297.026
13.443	166.729	398.686	488.211	297.077
13.453	166.729	493.285	297.077	391.995
13.463	493.627	297.077	166.729	396.665
13.473	495.541	297.077	166.671	396.573
13.483	499.622	297.077	148.641	166.690
13.493	491.720	293.665	148.538	351.332
13.503	495.741	300.095	148.538	351.962
13.513	493.883	298.470	148.659	352.430
13.523	493.883	149.089	297.489	353.592
13.533	493.883	148.547	352.410
13.543	493.883	148.538	352.450
13.553	493.883	148.538	352.756
13.563	495.112	148.538	353.245
13.573	496.056	149.037	353.102
13.583	496.085	148.538	353.286
13.593	497.778	148.916	353.327
13.603	497.663	148.538	353.286
13.613	148.693	353.592	499.622
13.623	148.538	353.756	499.103
13.633	148.538	353.388	499.622
13.643	148.538	353.327	499.189
13.653	148.538	353.286	498.267
13.663	148.538	353.286	497.462
13.673	148.538	353.572	495.483
13.683	148.538	353.286	495.054
13.693	148.538	353.286	492.943
13.703	148.538	353.694	492.744
13.713	148.538	353.286	491.266
13.723	148.538	353.490	490.869
13.733	148.538	353.286	491.124
13.743	148.538	353.286	492.601
13.753	148.538	353.286	493.883
13.763	148.538	353.245	495.770
13.773	148.538	353.286	496.974
13.783	148.538	353.429	498.296
13.793	148.538	353.368	498.613
13.803	148.538	353.286	498.411
13.813	148.538	353.286	497.893
13.823	148.538	353.286	497.175
13.833	148.538	353.286	496.716
13.843	148.538	352.939	495.741
13.853	148.538	353.143	495.455
13.863	148.538	353.715	494.854
13.873	148.538	353.286	494.454
13.883	148.538	353.225	494.197
13.893	148.538	353.286	494.254	293.665
13.903	148.538	353.286	494.911	296.957
13.913	148.538	352.471	494.997	297.300
13.923	148.538	353.286	495.798	297.713
13.933	148.538	353.184	495.283	300.529
13.943	146.773	353.286	496.085	297.799
13.953	150.264	353.470	495.827	298.781
13.963	150.264	353.286	496.285	299.109
13.973	150.264	352.349	495.169	440.738
13.983	150.264	353.286	493.883	299.749
13.993	150.264	353.286	495.312	300.078
14.003	150.264	353.286	518.348	495.283
14.013	148.607	354.738	518.467	300.529
14.023	148.538	517.241	353.490	332.957
14.033	148.538	517.241	332.880	353.511
14.043	519.127	148.538	335.351
14.053	519.337	335.622	150.264
14.063	519.277	330.638	149.270
14.073	518.707	330.409	149.218
14.083	518.977	331.786	132.333
14.093	519.847	331.939	132.333
14.103	520.628	331.901	132.333
14.113	520.809	332.342	132.333
14.123	520.809	332.496	132.333
14.133	332.630	521.260	132.333
14.143	332.669	521.531	132.333
14.153	332.534	520.989	132.333
14.163	332.093	520.298	132.333
14.173	331.805	519.907	132.333
14.183	331.441	519.547	132.333
14.193	132.333	330.944	519.397
14.203	132.333	330.696	518.857
14.213	132.333	330.963	519.007
14.223	132.333	331.173	519.547
14.233	132.333	331.403	519.997
14.243	130.232	331.652	520.207
14.253	132.333	331.518	520.358
14.263	129.759	331.671	520.628
14.273	129.819	331.556	520.779
14.283	132.333	331.116	520.839
14.293	132.333	331.346	520.749
14.303	129.707	331.384	520.718
14.313	132.333	331.250	520.839
14.323	132.333	331.863	520.869
14.333	130.813	331.690	520.899
14.343	130.813	331.441	521.080
14.353	130.813	331.729	521.350
14.363	132.333	331.480	521.471
14.373	130.082	331.154	521.290
14.383	130.217	331.288	521.350
14.393	130.813	331.020	521.863
14.403	132.096	331.365	521.863
14.413	132.333	331.193	521.441
14.423	132.333	330.638	521.260
14.433	132.333	331.020	521.411
14.443	130.639	330.982	521.260	395.544
14.453	130.586	330.887	520.899	396.047
14.463	130.315	331.346	521.531	396.550
14.473	130.813	331.193	396.184	521.471
14.483	130.436	331.269	396.024	521.652
14.493	130.813	331.748	395.841	521.833
14.503	130.225	331.709	396.047	522.617
14.513	130.556	332.131	396.275	521.742
14.523	130.813	332.381	396.711
14.533	130.813	332.246	396.550
14.543	130.707	332.746	396.550
14.553	130.813	333.265	396.550
14.563	130.044	333.458	396.550
14.573	132.333	333.458
14.583	130.813	333.458
14.593	130.813	324.283
14.603	130.934	331.365
14.613	397.766	130.949
14.623	397.215
14.633	396.596
14.643	395.955
14.653	395.361
14.663	394.836	197.133
14.673	398.986	197.258
14.683	197.361	249.062
14.693	193.746	246.942
14.703	198.275	249.234
14.713	198.275	248.329	387.493
14.723	198.275	249.811	580.583
14.733	198.275	249.811	580.583
14.743	198.275	249.811	580.919
14.753	198.275	251.374	580.583
14.763	198.275	250.794	580.583
14.773	198.275	250.476	580.583
14.783	198.184	250.158	580.583
14.793	197.749	250.447	580.583
14.803	198.229	250.186	582.195
14.813	197.863	250.273	580.583
14.823	197.920	250.085	582.835
14.833	197.738	250.028	587.330
14.843	197.338	249.811	587.330
14.853	197.749	249.724	582.565
14.863	197.065	249.811	587.228
14.873	197.886	249.811	580.583
14.883	193.746	249.811	580.952
14.893	197.898	249.811	580.583
14.903	196.655	249.811	580.583
14.913	197.749	249.148	579.210
14.923	198.275	249.652	573.915
14.933	197.429	248.961	573.915
14.943	198.275	249.450	573.915
14.953	198.275	248.774	580.583
14.963	198.275	249.292	580.583
14.973	198.275	248.645	387.493
14.983	198.275	249.076	394.631
14.993	195.998	248.688	395.841
15.003	195.998	248.501	395.544
15.013	196.678	248.860	396.550
15.023	197.008	248.501	396.550
15.033	196.236	249.191	395.270
15.043	195.998	248.530	396.550
15.053	249.292	195.975	396.550
15.063	248.415	195.998	396.550
15.073	249.177	198.275	395.818
15.083	248.401	198.275	395.726
15.093	249.119	198.275	395.635
15.103	248.128	196.508	395.361
15.113	248.932	198.275	395.544
15.123	248.214	198.275	391.995	1152.813
15.133	248.860	198.275	395.704	1158.220
15.143	248.544	196.894	395.841	1161.637
15.153	248.947	195.670	396.550	1163.315
15.163	248.875	195.896	396.550	584.791
15.173	248.904	195.998	396.550	585.467
15.183	248.961	195.998	396.550	589.164
15.193	249.091	195.998	396.550	589.028
15.203	249.191	195.998	396.550	586.719
15.213	249.076	195.998	396.825	587.092
15.223	249.234	195.998	395.886	1171.339
15.233	248.918	196.066	396.550	1169.311
15.243	195.568	249.378	396.550	1167.017
15.253	195.998	248.702	396.550	1164.996
15.263	193.746	249.436	396.550	1163.181
15.273	195.998	248.587	395.201
15.283	198.275	249.609	391.995
15.293	198.275	248.473	395.749
15.303	198.275	249.350	395.818
15.313	198.275	248.401	395.932
15.323	193.746	249.162	396.550
15.333	198.275	248.631	396.161
15.343	195.998	248.789	396.550
15.353	195.998	248.544	396.550
15.363	197.019	248.573	396.550
15.373	196.974	248.573	396.550
15.383	196.917	248.975	396.550
15.393	196.735	248.846	396.550
15.403	196.974	248.817	396.756
15.413	196.633	249.076	396.917
15.423	195.998	248.343	396.550
15.433	195.998	249.047	396.550
15.443	198.275	247.914	387.493
15.453	193.746	248.774	396.550
15.463	198.275	247.999	395.544
15.473	196.326	248.645	396.550
15.483	195.998	248.200	396.550
15.493	193.746	248.846	396.550
15.503	193.746	247.842	395.795
15.513	198.275	248.659	395.726
15.523	195.998	247.742	395.795
15.533	195.998	248.387	395.886
15.543	195.998	247.742	396.047
15.553	195.998	248.272	396.001
15.563	195.998	247.699	396.550
15.573	195.998	248.128	395.932
15.583	195.998	247.756	394.631
15.593	195.624	247.956	395.338
15.603	195.738	247.699	396.550
15.613	198.275	247.799	396.115
15.623	198.275	247.742	396.184
15.633	193.746	247.799	581.691
15.643	198.275	248.214	580.583
15.653	197.418	247.928	581.322
15.663	198.275	248.789	580.583
15.673	197.509	248.315	580.583
15.683	196.644	249.249	581.087
15.693	198.275	248.817	396.253
15.703	195.998	249.350	396.550
15.713	198.275	249.811	396.069
15.723	195.399	249.652	396.550
15.733	195.998	396.550	249.811
15.743	195.998	394.426	249.450
15.753	195.998	396.550	249.811
15.763	195.998	396.550
15.773	194.790	394.722
15.783	194.453	393.470
15.793	196.315	395.224
15.803	196.247
15.813	196.145
15.823	196.077
15.833	196.032
15.843	196.009
15.853	196.032
15.863	196.054
15.873	196.077	246.657
15.883	193.746	245.505
15.893	195.998	245.222
15.903	195.998	245.293
15.913	195.998	246.942	394.836
15.923	198.275	246.942	395.338
15.933	197.042	249.134	396.459
15.943	197.852	249.811	395.635
15.953	195.998	249.811	396.825
15.963	195.998	249.811	396.940
15.973	195.998	249.782	396.550
15.983	198.275	249.234	395.315
15.993	196.179	249.177	396.550
16.003	193.746	249.105	395.155
16.013	193.746	248.817	394.813
16.023	196.496	394.517	248.889
16.033	193.746	394.585	248.329
16.043	196.565	387.493	248.559
16.053	195.851	394.882	248.358
16.063	195.998	248.587	394.699
16.073	195.998	248.573	395.178
16.083	196.712	248.645	394.927
16.093	196.077	248.516	395.452
16.103	196.519	248.487	395.224
16.113	195.998	248.186	395.612
16.123	196.485	248.257	395.681
16.133	196.100	248.042	395.749
16.143	195.998	248.128	396.001
16.153	196.202	248.071	395.978
16.163	196.883	248.042	396.550
16.173	195.998	248.214	396.550
16.183	195.998	248.143	396.550
16.193	195.998	248.200	396.550
16.203	195.998	248.085	397.651
16.213	195.805	248.286	396.550
16.223	195.851	247.885	396.550
16.233	198.275	248.358	396.207
16.243	198.275	247.627	396.069
16.253	198.275	248.028	395.955	585.061
16.263	195.998	247.570	395.384	585.670
16.273	195.998	247.871	395.018	586.685
16.283	195.998	247.656	395.704	585.534
16.293	195.998	248.057	395.384	585.636
16.303	195.998	247.627	395.681
16.313	195.998	248.157	395.178
16.323	197.053	247.828	393.925
16.333	197.578	248.200	393.561
16.343	197.783	247.999	393.175
16.353	195.998	248.286	396.550
16.363	198.275	248.143	387.493
16.373	198.275	249.811	387.493
16.383	198.275	249.811	391.362
16.393	200.579	249.811	391.226
16.403	200.579	252.714	391.995
16.413	198.849	249.825
16.423	198.998	249.999
16.433	261.007	656.064
16.443	656.026	261.384
16.453	656.026	261.701
16.463	651.683	261.626	393.652
16.473	654.474	267.741	391.995
16.483	657.392	261.626	394.631
16.493	657.050	262.140	394.403
16.503	658.418	393.493	262.125
16.513	655.420	394.175	261.626
16.523	658.380	395.041	261.626
16.533	657.316	395.452	261.626
16.543	655.458	396.001	261.626
16.553	658.722	395.886	261.626
16.563	659.255	395.429	261.626
16.573	659.255	395.247	261.626
16.583	659.636	395.133	261.626
16.593	394.699	659.255	261.626
16.603	394.448	657.658	261.626
16.613	394.426	659.255	261.626
16.623	394.198	658.304	261.626
16.633	393.857	658.722	261.626
16.643	394.221	656.974	261.626
16.653	657.620	394.676	261.626
16.663	658.951	394.084	261.792
16.673	656.709	393.811	263.111
16.683	656.595	394.608	261.626
16.693	659.255	394.745	261.626
16.703	659.255	394.221	261.626	493.883
16.713	658.798	394.175	261.746	495.455
16.723	657.848	394.608	261.716	495.569
16.733	657.772	395.133	261.626	495.684
16.743	658.951	394.882	261.626	495.770
16.753	657.848	261.626	395.270	495.856
16.763	657.202	261.626	395.064	498.354
16.773	658.836	261.626	395.201	495.827
16.783	657.468	395.247	261.626	494.483
16.793	656.747	395.521	261.626	496.744
16.803	659.141	395.384	261.626	493.883
16.813	395.498	657.468	261.626	495.884
16.823	395.521	657.240	261.626	495.541
16.833	395.452	261.641	658.304	497.290
16.843	395.544	261.626	495.884	657.658
16.853	395.521	261.716	494.626	656.595
16.863	395.521	261.792	497.117
16.873	395.452	261.626	496.486
16.883	395.864	261.626	495.798
16.893	395.704	261.626	495.712
16.903	396.115	261.626	495.684
16.913	396.115	262.640	587.262
16.923	262.655	396.253	587.330
16.933	263.050	396.024	587.330
16.943	264.666	587.330	396.550
16.953	587.330	262.579	399.631
16.963	587.330	264.666	396.963
16.973	586.923	264.666	397.054
16.983	586.787	263.582	397.146
16.993	586.651	263.537	1169.784
17.003	586.753	264.666	1169.108
17.013	587.228	263.384	1172.151
17.023	587.330	263.278	1169.311
17.033	586.584	263.172	374.748	1170.460
17.043	584.622	261.626	375.008	1167.152
17.053	583.778	261.626	374.813	1166.545
17.063	584.115	261.626	374.294	443.752
17.073	374.661	264.009	582.128	443.521
17.083	374.921	263.293	581.053	443.291
17.093	375.224	264.650	579.947	443.368
17.103	375.159	264.666	577.540	443.291
17.113	374.921	579.612	263.217	443.060
17.123	375.528	578.709	263.369	443.137
17.133	375.116	576.440	264.666	442.958
17.143	375.138	575.309	262.944	442.984
17.153	375.658	261.626	572.194	87.590
17.163	375.485	262.579	573.915	87.307
17.173	375.203	261.626	573.915	87.600
17.183	375.832	261.671	573.915	87.600
17.193	375.528	261.626	574.711	87.595
17.203	375.419	261.943	87.307
17.213	375.701	263.415	87.307
17.223	375.550	261.626	88.644
17.233	375.051	261.626	87.570
17.243	375.636	261.626	87.544
17.253	375.159	261.173	87.514
17.263	375.289	261.007	87.307
17.273	375.268	261.626	87.453
17.283	375.419	261.626	521.953
17.293	374.813	261.595	520.869
17.303	375.203	263.004	520.267
17.313	375.094	261.505	520.779
17.323	375.051	261.626	220.000
17.333	375.441	261.626	220.000
17.343	375.224	260.014	220.000
17.353	374.899	261.203	220.292
17.363	375.354	261.248	221.032
17.373	375.181	261.626	219.797
17.383	375.073	261.626	220.000
17.393	375.723	261.384	220.369
17.403	375.398	261.369	222.389
17.413	375.289	261.505	220.445
17.423	375.810	261.626	219.201	523.553
17.433	375.636	258.621	523.251	220.000
17.443	375.550	261.626	523.886	87.393
17.453	375.940	262.337	87.307	523.251
17.463	375.593	261.626	87.458	524.068
17.473	375.224	268.857	87.307	525.310
17.483	258.621	375.853	87.307	526.465
17.493	264.666	375.528	87.307	443.265
17.503	262.428	375.853	88.322	443.393
17.513	263.384	375.745	442.984
17.523	264.666	376.071	443.624
17.533	264.666	376.571	444.701
17.543	267.741	374.294	444.008
17.553	264.666	378.643	442.498
17.563	264.666	376.266	445.318
17.573	264.742	196.633	444.008
17.583	196.758	588.994	264.941
17.593	195.998	594.566	265.033
17.603	195.998	587.330	247.499
17.613	195.998	587.330	247.656
17.623	195.998	588.042	247.770
17.633	198.275	587.330	246.942
17.643	198.275	587.330	246.942
17.653	198.275	247.699	587.330
17.663	198.275	247.099	587.330
17.673	198.275	248.329	587.330
17.683	198.275	249.062	585.839
17.693	197.247	249.811	387.493
17.703	198.275	249.638	387.493
17.713	196.780	248.961	392.494
17.723	196.213	248.702	394.562
17.733	196.270	248.229	394.335
17.743	195.998	248.544	394.130
17.753	195.998	248.214	394.266
17.763	196.304	248.645	394.152
17.773	195.998	248.315	395.018
17.783	196.043	248.573	395.247
17.793	198.275	248.286	394.904
17.803	198.275	248.501	395.133
17.813	198.275	248.186	395.133
17.823	195.613	248.171	395.133
